Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Years_at_Company,Monthly_Income,Performance_Rating,Recruitment_Source,Training_Hours_Last_Year,Job_Satisfaction,Work_Life_Balance,Overtime,Attrition
18574,52,Male,Operations,Manager,Bachelor's,5.6,110289,3,LinkedIn,66,4,1,Yes,Yes
18575,40,Male,Finance,Lead,Bachelor's,2.7,121702,2,LinkedIn,85,2,5,No,No
18576,40,Female,Sales,Analyst,Bachelor's,3.2,180574,4,Consultant,41,2,5,No,No
18577,28,Female,Sales,Executive,Master's,0,79247,4,LinkedIn,10,1,2,Yes,No
18578,55,Male,HR,Analyst,Master's,0.7,144342,5,Consultant,0,2,1,Yes,No
18579,33,Male,IT,Manager,Master's,9.4,174716,3,LinkedIn,37,2,2,Yes,No
18580,26,Female,HR,Analyst,PhD,6.3,20655,1,Job Portal,39,5,2,No,No
18581,36,Male,Operations,Senior Associate,Bachelor's,0.2,81257,2,Campus,45,2,3,No,No
18582,25,Female,IT,Lead,Bachelor's,5.5,176080,3,Campus,1,3,1,Yes,No
18583,54,Male,Operations,Senior Associate,Master's,2.7,29327,5,Job Portal,66,4,4,Yes,No
18584,26,Male,Operations,Executive,Bachelor's,2.3,37720,4,LinkedIn,62,1,3,No,No
18585,53,Male,HR,Associate,PhD,1.7,69382,3,Consultant,100,4,3,No,No
18586,35,Female,Finance,Lead,Master's,15.4,112963,4,Consultant,11,1,2,No,No
18587,35,Male,IT,Analyst,Bachelor's,2.8,178421,4,Job Portal,45,2,5,No,Yes
18588,34,Female,IT,Manager,PhD,5.5,107704,3,Referral,31,3,5,No,Yes
18589,59,Female,IT,Executive,Bachelor's,1.7,197784,4,Referral,36,2,4,No,No
18590,25,Female,HR,Analyst,Bachelor's,10.4,182384,2,Campus,98,2,2,Yes,Yes
18591,46,Female,Operations,Executive,Bachelor's,3.2,47535,2,Campus,78,1,1,No,No
18592,37,Female,HR,Analyst,PhD,2.7,175715,3,Referral,103,1,4,No,No
18593,36,Female,Operations,Manager,High School,0.6,190686,2,Referral,33,3,3,No,No
18594,55,Female,HR,Senior Associate,High School,34,115111,3,Job Portal,60,4,5,No,No
18595,58,Male,Sales,Analyst,High School,8.6,30612,3,Campus,104,5,4,Yes,No
18596,43,Female,Customer Support,Associate,High School,0.6,76906,4,Job Portal,104,5,1,No,Yes
18597,33,Female,Finance,Lead,Master's,2.4,183812,1,Referral,47,3,1,No,No
18598,53,Female,HR,Senior Associate,High School,20,71410,3,Campus,62,5,4,No,No
18599,49,Male,Finance,Associate,Bachelor's,0.2,33121,4,Referral,20,3,5,Yes,No
18600,54,Female,Marketing,Manager,Master's,0.1,119732,5,Campus,12,1,2,Yes,Yes
18601,54,Male,Customer Support,Lead,Master's,1.8,194466,4,LinkedIn,8,2,1,No,Yes
18602,47,Male,HR,Lead,High School,4.9,51272,5,Referral,63,4,4,No,No
18603,35,Female,IT,Executive,Bachelor's,0.1,177420,5,Referral,2,1,4,No,No
18604,29,Female,IT,Lead,Master's,11.5,152805,3,Consultant,90,2,3,No,No
18605,46,Male,Marketing,Senior Associate,Bachelor's,1.6,179899,3,Job Portal,41,5,3,Yes,No
18606,23,Male,Operations,Manager,PhD,1.1,79154,3,Consultant,24,4,4,No,No
18607,56,Male,HR,Senior Associate,PhD,4.7,122886,3,Campus,66,4,5,No,No
18608,25,Female,IT,Associate,Master's,4,130324,4,Referral,1,4,4,No,No
18609,40,Female,Customer Support,Analyst,Bachelor's,0.4,144388,3,Referral,70,5,5,No,No
18610,40,Female,IT,Senior Associate,PhD,0.6,159556,3,LinkedIn,81,2,5,Yes,Yes
18611,25,Female,Operations,Lead,PhD,0.4,125877,4,Consultant,60,5,1,Yes,No
18612,30,Female,Marketing,Executive,Master's,2.2,144961,4,Referral,98,1,1,Yes,No
18613,36,Male,IT,Lead,PhD,16.5,28306,3,Consultant,73,4,5,Yes,No
18614,45,Male,Customer Support,Associate,Master's,10.9,67739,4,LinkedIn,41,2,5,Yes,No
18615,45,Female,Operations,Executive,High School,1.4,174465,4,LinkedIn,94,1,2,No,No
18616,50,Male,Finance,Analyst,High School,5.1,64379,3,Referral,1,1,5,No,Yes
18617,34,Male,Operations,Lead,High School,3.9,193221,3,Referral,117,5,2,No,No
18618,42,Female,Finance,Lead,Master's,4.2,156936,3,Campus,79,1,2,Yes,No
18619,48,Male,Sales,Analyst,Master's,2.6,155917,4,Consultant,90,1,4,No,No
18620,50,Female,Customer Support,Analyst,PhD,8.1,45405,3,Campus,108,1,2,No,No
18621,39,Male,Sales,Executive,PhD,0.7,199892,2,Job Portal,99,3,4,No,No
18622,58,Female,Operations,Executive,Master's,8,94451,4,LinkedIn,23,4,5,No,No
18623,40,Male,Customer Support,Senior Associate,High School,3.7,61160,3,LinkedIn,17,2,2,Yes,No
18624,55,Male,HR,Analyst,Bachelor's,10.7,139286,4,LinkedIn,93,5,5,Yes,No
18625,42,Female,Sales,Lead,Master's,0,145992,4,LinkedIn,52,1,4,No,No
18626,35,Female,IT,Associate,PhD,1.1,126342,2,Referral,96,3,3,No,No
18627,31,Male,Operations,Lead,High School,10.4,149702,4,Referral,54,1,2,Yes,No
18628,54,Male,IT,Analyst,High School,8.6,182335,4,Referral,33,3,3,No,No
18629,44,Female,HR,Manager,PhD,7.9,165523,3,Campus,9,2,4,No,No
18630,26,Male,Sales,Executive,Master's,1.7,172127,4,Consultant,57,1,2,Yes,Yes
18631,37,Female,Sales,Lead,Bachelor's,5.5,156002,2,Consultant,58,2,2,No,No
18632,48,Female,IT,Analyst,High School,5.2,166599,4,Consultant,105,1,4,No,No
18633,51,Male,Finance,Executive,High School,2.2,67166,5,Job Portal,76,1,5,No,No
18634,56,Male,Sales,Senior Associate,PhD,4.4,56529,1,LinkedIn,116,3,4,No,No
18635,29,Male,Marketing,Associate,PhD,1.7,184074,5,Campus,67,5,2,Yes,No
18636,30,Male,IT,Senior Associate,PhD,1.2,141486,4,Referral,42,4,3,Yes,Yes
18637,41,Male,HR,Manager,Bachelor's,3.5,193007,5,Campus,39,2,5,Yes,No
18638,54,Female,Sales,Executive,Master's,2.3,94818,3,LinkedIn,115,1,5,No,No
18639,51,Female,Customer Support,Lead,PhD,4.3,181436,4,Consultant,90,2,3,No,No
18640,49,Female,Finance,Manager,PhD,4.3,139804,4,LinkedIn,78,5,1,Yes,No
18641,31,Male,IT,Executive,High School,14.8,102957,3,LinkedIn,46,2,4,No,No
18642,53,Female,Sales,Executive,Bachelor's,16.2,198567,4,Referral,68,2,4,No,No
18643,21,Male,Finance,Lead,High School,12.2,62906,3,Referral,83,5,5,Yes,Yes
18644,41,Male,Operations,Manager,Master's,3,27457,3,LinkedIn,42,5,2,No,No
18645,43,Male,Finance,Lead,PhD,15.3,136842,5,Referral,64,2,5,No,No
18646,29,Female,Customer Support,Manager,High School,0.9,120136,3,Campus,13,5,2,Yes,Yes
18647,21,Female,IT,Senior Associate,Bachelor's,2.9,25549,5,Referral,44,4,1,No,No
18648,41,Female,Sales,Analyst,High School,1.3,113276,2,Referral,90,4,3,Yes,Yes
18649,42,Male,Customer Support,Senior Associate,Master's,47.1,175080,4,LinkedIn,71,2,1,Yes,Yes
18650,24,Male,HR,Executive,High School,2,84499,3,Consultant,14,3,1,Yes,Yes
18651,21,Male,Sales,Manager,PhD,13.7,196595,3,Campus,78,3,1,No,No
18652,30,Male,Operations,Senior Associate,Bachelor's,2.6,85820,3,LinkedIn,103,1,2,No,Yes
18653,35,Male,Marketing,Associate,High School,3.8,189157,3,Campus,69,4,5,Yes,No
18654,56,Male,HR,Senior Associate,Master's,6.7,76061,3,Referral,104,5,4,No,Yes
18655,49,Male,IT,Associate,High School,7.1,127581,2,Consultant,79,5,4,No,No
18656,25,Male,Marketing,Analyst,PhD,1.4,175935,3,LinkedIn,21,5,2,Yes,Yes
18657,49,Male,Marketing,Senior Associate,Bachelor's,0.7,112630,1,LinkedIn,63,3,2,Yes,No
18658,47,Female,Sales,Associate,Bachelor's,3,150201,5,Consultant,19,5,5,Yes,No
18659,45,Female,Finance,Associate,Bachelor's,0.2,190502,2,Referral,110,3,2,No,No
18660,36,Female,Marketing,Lead,High School,6.3,163864,3,Campus,7,2,3,Yes,No
18661,36,Male,Operations,Manager,Master's,1.4,182823,1,Consultant,114,5,2,No,No
18662,56,Male,IT,Associate,PhD,3.3,42431,3,Consultant,46,3,2,Yes,Yes
18663,45,Male,IT,Analyst,High School,8.5,128883,4,Job Portal,54,1,3,No,Yes
18664,21,Male,Operations,Analyst,High School,3.4,177105,4,Referral,61,2,1,No,No
18665,25,Female,Operations,Associate,Bachelor's,12.6,23437,1,Referral,109,3,4,No,No
18666,40,Male,Customer Support,Senior Associate,Bachelor's,9,127011,4,Campus,51,3,4,No,No
18667,25,Female,Finance,Senior Associate,Bachelor's,3.2,87509,1,LinkedIn,30,5,1,No,No
18668,56,Female,Marketing,Senior Associate,Master's,0.4,145069,3,Referral,29,1,4,No,No
18669,49,Female,Finance,Lead,Master's,9,100860,3,Referral,3,1,2,No,No
18670,54,Female,Marketing,Lead,High School,3.6,155039,3,Consultant,47,3,3,No,No
18671,38,Female,Sales,Executive,PhD,0.5,170725,3,Referral,113,5,1,No,No
18672,22,Female,IT,Executive,Master's,4,111512,4,LinkedIn,112,4,5,No,No
18673,36,Female,Operations,Lead,Bachelor's,0.6,62841,4,Job Portal,8,1,3,Yes,Yes
18674,49,Female,Finance,Associate,Master's,1.8,196906,4,Consultant,76,1,2,No,Yes
18675,53,Male,Marketing,Analyst,High School,8.9,78764,4,LinkedIn,18,3,3,Yes,No
18676,36,Male,Marketing,Lead,High School,7.7,26008,4,Job Portal,38,4,3,No,Yes
18677,55,Male,Operations,Analyst,Master's,1.6,107096,1,Job Portal,86,4,1,No,No
18678,37,Male,HR,Associate,Master's,5.8,109161,4,Referral,15,1,1,No,No
18679,24,Female,HR,Manager,Bachelor's,2.7,57063,3,LinkedIn,64,1,3,No,No
18680,24,Male,HR,Analyst,Bachelor's,0.8,118622,4,LinkedIn,88,3,3,No,No
18681,45,Male,HR,Lead,Master's,1.8,49795,4,Campus,22,3,1,No,No
18682,53,Male,HR,Lead,Bachelor's,6.2,27328,3,Referral,103,1,2,Yes,Yes
18683,34,Female,Customer Support,Associate,Master's,2.5,98161,3,Job Portal,4,5,5,Yes,Yes
18684,44,Male,HR,Lead,Bachelor's,12,46908,4,Consultant,77,2,4,No,No
18685,31,Male,IT,Analyst,High School,0.2,20514,4,Referral,48,4,5,Yes,No
18686,45,Female,Marketing,Lead,High School,2.2,199992,4,Referral,30,2,3,Yes,No
18687,48,Female,IT,Executive,PhD,0.7,192422,1,Referral,66,4,4,Yes,Yes
18688,27,Female,Customer Support,Lead,PhD,0.5,128634,2,LinkedIn,87,3,1,No,No
18689,56,Female,Marketing,Associate,High School,1,123245,1,Job Portal,15,2,5,Yes,No
18690,30,Female,HR,Lead,Bachelor's,1.7,195924,4,LinkedIn,92,3,5,No,Yes
18691,56,Male,Operations,Manager,Master's,1.5,76013,3,Referral,58,4,1,No,Yes
18692,51,Male,Operations,Associate,High School,0.4,100181,3,LinkedIn,39,2,1,No,No
18693,39,Female,Sales,Senior Associate,Bachelor's,9,47117,2,LinkedIn,60,4,5,No,Yes
18694,38,Male,Finance,Manager,PhD,0.4,85668,4,Campus,99,5,4,No,No
18695,26,Male,Operations,Manager,PhD,4.3,154264,3,Campus,109,5,2,Yes,Yes
18696,48,Female,Finance,Lead,Bachelor's,19.2,182691,3,LinkedIn,53,5,3,No,No
18697,27,Female,IT,Analyst,Master's,1.8,102899,3,Referral,22,1,3,No,Yes
18698,58,Male,HR,Manager,Master's,5.9,106345,4,Referral,53,3,1,No,No
18699,32,Male,IT,Analyst,PhD,2,38070,5,Campus,113,5,2,No,Yes
18700,54,Male,Finance,Associate,PhD,4.7,108707,3,Campus,20,3,4,Yes,Yes
18701,45,Female,HR,Executive,High School,2,198760,5,LinkedIn,103,3,3,No,No
18702,37,Male,Finance,Lead,Master's,4.5,93303,3,LinkedIn,2,2,4,No,No
18703,53,Male,Operations,Senior Associate,Bachelor's,0.1,119011,3,Consultant,78,1,5,No,No
18704,43,Female,Marketing,Manager,High School,2.1,81307,2,LinkedIn,108,3,5,No,No
18705,29,Female,Finance,Executive,PhD,8.8,62848,3,Job Portal,109,5,4,No,Yes
18706,26,Female,Marketing,Executive,Bachelor's,2.2,90752,4,LinkedIn,72,3,2,No,No
18707,22,Female,Sales,Analyst,Master's,1.2,32403,5,Consultant,46,3,2,No,Yes
18708,58,Male,HR,Analyst,PhD,0.2,183136,4,LinkedIn,15,2,2,No,No
18709,29,Female,Finance,Senior Associate,High School,2.8,115694,3,Campus,7,5,1,No,No
18710,23,Female,Customer Support,Associate,PhD,2.4,85762,3,Job Portal,53,5,5,No,Yes
18711,36,Female,Finance,Lead,High School,4.4,196828,4,LinkedIn,83,3,5,Yes,No
18712,45,Male,Finance,Analyst,Bachelor's,4.4,51548,4,Consultant,97,2,5,No,Yes
18713,44,Male,Operations,Associate,High School,2.3,134946,4,Campus,107,4,3,No,No
18714,49,Male,Finance,Associate,High School,2.9,33090,3,Consultant,64,1,5,Yes,No
18715,46,Female,HR,Lead,High School,17.9,20529,3,Consultant,66,2,3,No,Yes
18716,58,Male,Finance,Lead,High School,4.3,35748,4,Referral,115,2,5,Yes,No
18717,55,Female,Operations,Executive,Bachelor's,7.4,188537,3,Campus,63,1,1,No,No
18718,43,Male,IT,Manager,Bachelor's,4.1,127649,3,LinkedIn,44,3,2,Yes,No
18719,24,Male,Marketing,Executive,Bachelor's,6.2,121897,3,Referral,8,1,4,No,No
18720,34,Female,Marketing,Senior Associate,Bachelor's,11.3,40523,2,Referral,68,1,1,No,No
18721,59,Female,Customer Support,Lead,Master's,9.6,23081,3,Consultant,101,4,4,No,No
18722,27,Male,Finance,Lead,PhD,3.4,54088,5,Consultant,70,4,1,No,No
18723,28,Female,Sales,Manager,Bachelor's,8.9,77743,2,Job Portal,54,5,4,No,Yes
18724,39,Female,IT,Lead,Bachelor's,8.4,146210,3,Referral,85,2,3,No,No
18725,22,Male,IT,Executive,PhD,2.4,75150,4,Campus,66,3,5,No,No
18726,21,Female,Operations,Senior Associate,PhD,3.3,134395,3,Consultant,84,3,3,No,No
18727,58,Male,Customer Support,Lead,Bachelor's,0.1,165515,1,LinkedIn,109,5,3,Yes,No
18728,33,Female,Sales,Lead,Master's,1,25122,3,Job Portal,56,3,3,No,No
18729,44,Male,Marketing,Manager,High School,1.8,81194,2,Consultant,104,4,3,No,No
18730,52,Male,Operations,Lead,High School,8.4,141576,2,Consultant,91,3,5,No,Yes
18731,50,Male,HR,Lead,Master's,7.7,170260,4,Job Portal,107,1,2,No,No
18732,26,Male,Operations,Associate,High School,0.1,48751,3,LinkedIn,30,2,3,No,No
18733,58,Male,Finance,Senior Associate,PhD,5.8,156158,3,Consultant,86,4,2,No,Yes
18734,53,Female,Marketing,Associate,PhD,7.5,146701,4,LinkedIn,69,3,3,Yes,No
18735,43,Female,HR,Manager,PhD,3.5,23939,5,Job Portal,10,5,1,No,No
18736,30,Male,Marketing,Senior Associate,Bachelor's,11.5,130031,4,LinkedIn,47,5,3,Yes,No
18737,35,Male,Operations,Lead,High School,3.3,143113,3,Consultant,90,1,4,No,Yes
18738,43,Male,Operations,Senior Associate,Bachelor's,2.9,54038,2,Job Portal,5,2,3,No,No
18739,56,Male,Sales,Lead,High School,9.7,155626,4,Campus,105,4,5,Yes,Yes
18740,21,Male,Sales,Executive,High School,0.9,47747,3,Referral,80,5,3,No,No
18741,28,Male,Marketing,Associate,Master's,3.1,85317,2,Campus,41,5,3,Yes,No
18742,23,Female,Marketing,Associate,Master's,10.7,109690,2,Referral,33,4,5,No,Yes
18743,34,Male,Operations,Senior Associate,High School,1.4,37440,4,Job Portal,43,4,2,No,No
18744,37,Male,HR,Senior Associate,Master's,1.9,145840,3,Consultant,92,2,3,No,No
18745,54,Male,Finance,Analyst,Master's,21.6,37039,4,LinkedIn,1,1,5,Yes,No
18746,26,Male,IT,Executive,Bachelor's,0.9,130049,3,Consultant,21,3,3,No,No
18747,25,Male,Finance,Associate,Master's,2,42104,5,Consultant,95,5,3,Yes,No
18748,49,Female,Operations,Associate,Bachelor's,8.3,70455,4,Referral,59,4,3,No,No
18749,55,Female,HR,Senior Associate,PhD,3.1,175440,1,Campus,85,4,3,No,No
18750,38,Male,HR,Associate,PhD,3.1,101146,5,Campus,6,1,4,Yes,No
18751,50,Male,Marketing,Lead,PhD,1.8,118719,1,Referral,38,3,2,Yes,Yes
18752,35,Male,Sales,Manager,PhD,8.3,94304,4,Referral,88,2,1,Yes,Yes
18753,35,Male,Customer Support,Senior Associate,Bachelor's,1,28781,3,Campus,24,5,5,No,No
18754,36,Male,Operations,Associate,Bachelor's,3.2,25239,4,Job Portal,94,4,2,No,No
18755,53,Female,Operations,Lead,Master's,2.3,88075,3,Job Portal,114,2,5,No,No
18756,30,Female,IT,Manager,Bachelor's,2.2,83104,4,Consultant,46,5,3,No,No
18757,39,Female,Finance,Senior Associate,High School,14.6,112134,3,Job Portal,46,4,2,No,No
18758,57,Male,IT,Lead,High School,0.3,123819,4,Job Portal,39,3,3,No,Yes
18759,23,Female,Finance,Analyst,PhD,0.4,119225,3,Job Portal,100,1,4,Yes,No
18760,56,Male,Operations,Associate,High School,3.7,185634,3,Consultant,110,1,5,Yes,No
18761,24,Female,Customer Support,Executive,High School,8.5,67272,3,Campus,5,4,2,No,Yes
18762,31,Male,Finance,Manager,Master's,0.9,139772,5,Consultant,82,2,1,No,No
18763,53,Male,Sales,Senior Associate,Bachelor's,1.5,191792,4,LinkedIn,100,1,3,Yes,No
18764,48,Male,Operations,Associate,PhD,2.9,29607,2,Campus,8,2,4,No,Yes
18765,52,Male,IT,Lead,Bachelor's,4.9,180865,2,Consultant,74,2,5,No,No
18766,36,Female,Customer Support,Associate,High School,9.5,51659,5,Campus,111,1,3,No,No
18767,29,Male,Sales,Associate,PhD,2.5,115138,3,Referral,3,2,3,Yes,No
18768,31,Female,Customer Support,Analyst,High School,3.1,108641,5,LinkedIn,39,4,5,Yes,No
18769,26,Female,HR,Lead,PhD,3.4,74868,2,Consultant,38,5,2,No,No
18770,47,Female,Marketing,Associate,PhD,1.6,118528,2,Job Portal,101,2,2,No,No
18771,32,Female,Marketing,Executive,Bachelor's,3.7,58516,5,Referral,45,1,5,No,No
18772,42,Male,Customer Support,Executive,Bachelor's,4.6,91397,4,Referral,91,3,4,Yes,No
18773,57,Male,Marketing,Analyst,Master's,0.4,153859,2,Job Portal,41,1,3,No,No
18774,41,Male,HR,Analyst,Bachelor's,0.8,88140,3,LinkedIn,70,4,3,No,No
18775,53,Male,Marketing,Manager,PhD,0.1,50430,3,Campus,114,1,2,No,No
18776,37,Female,HR,Associate,Bachelor's,3,78698,3,Campus,17,4,1,Yes,No
18777,49,Female,Customer Support,Associate,PhD,1.2,34780,4,Job Portal,61,1,5,No,Yes
18778,30,Female,Marketing,Senior Associate,Master's,22.7,195594,5,Consultant,0,5,1,Yes,Yes
18779,38,Male,Finance,Lead,PhD,5.1,129482,3,Referral,12,5,1,Yes,No
18780,33,Female,Operations,Manager,Bachelor's,5.8,102823,4,Campus,28,5,2,No,No
18781,47,Male,Operations,Analyst,Master's,1.2,26373,4,Job Portal,114,5,5,No,No
18782,30,Male,Sales,Lead,High School,0.5,51015,2,Referral,31,2,5,Yes,No
18783,52,Female,Operations,Senior Associate,Master's,5.3,39484,5,Job Portal,110,1,1,Yes,No
18784,23,Male,HR,Analyst,Bachelor's,14.5,31716,5,Campus,117,1,1,Yes,Yes
18785,42,Female,Operations,Executive,High School,9.9,70349,3,LinkedIn,31,1,4,No,Yes
18786,47,Female,Customer Support,Lead,High School,4.7,86048,3,Referral,23,3,4,No,No
18787,23,Female,Operations,Executive,High School,8.2,28564,3,Job Portal,82,2,3,Yes,Yes
18788,53,Male,HR,Analyst,High School,1.6,162706,3,Consultant,65,1,3,Yes,No
18789,22,Female,Customer Support,Executive,Bachelor's,2.8,96292,3,Consultant,3,2,2,No,Yes
18790,31,Male,Sales,Executive,Master's,3.2,191013,4,Campus,98,4,4,Yes,Yes
18791,30,Male,Finance,Senior Associate,PhD,14,198534,2,Referral,66,3,4,No,No
18792,59,Male,Sales,Analyst,High School,4.4,48343,3,Referral,64,3,5,Yes,No
18793,53,Male,Customer Support,Senior Associate,PhD,0.3,119236,5,Campus,15,1,4,Yes,No
18794,27,Female,Customer Support,Lead,High School,5.8,45748,1,Consultant,21,2,1,Yes,No
18795,35,Female,HR,Manager,Master's,0,178600,3,Job Portal,45,3,1,Yes,No
18796,46,Female,Operations,Executive,Bachelor's,0.1,22346,5,Referral,61,3,2,Yes,No
18797,31,Male,Marketing,Analyst,High School,0.5,112921,1,Referral,112,3,5,No,Yes
18798,58,Female,Marketing,Senior Associate,Bachelor's,8.3,146031,3,LinkedIn,94,1,3,No,No
18799,47,Male,Finance,Lead,Master's,1.9,57004,3,Referral,69,3,3,No,No
18800,59,Male,HR,Executive,High School,7.5,121266,2,Referral,32,2,1,No,No
18801,27,Female,HR,Manager,Bachelor's,1.8,143686,5,LinkedIn,51,3,3,No,Yes
18802,21,Female,Operations,Associate,PhD,0.3,62702,5,LinkedIn,74,4,4,No,Yes
18803,30,Male,Finance,Manager,Bachelor's,8.2,96647,4,LinkedIn,59,3,2,Yes,No
18804,41,Female,IT,Manager,PhD,5.2,96584,3,LinkedIn,40,1,5,Yes,No
18805,35,Female,Finance,Executive,Bachelor's,3.4,193664,4,Job Portal,86,4,4,No,No
18806,50,Male,Sales,Associate,Bachelor's,2.9,183547,2,Referral,116,2,5,Yes,Yes
18807,50,Female,Sales,Executive,High School,4.1,146269,5,LinkedIn,13,1,2,No,Yes
18808,28,Female,IT,Analyst,PhD,0.1,82878,3,Campus,60,3,5,Yes,No
18809,44,Female,Sales,Executive,PhD,9.5,76258,4,Consultant,97,5,5,No,No
18810,39,Male,Finance,Analyst,High School,0.8,154453,3,Referral,64,5,2,No,No
18811,23,Female,Sales,Senior Associate,High School,9.2,51465,4,Consultant,116,1,3,No,No
18812,35,Male,Finance,Executive,High School,2.7,192207,4,Job Portal,115,5,1,Yes,Yes
18813,56,Female,Sales,Manager,Master's,5.7,32905,3,LinkedIn,84,2,3,Yes,No
18814,26,Male,Sales,Executive,Master's,5.7,25317,3,Consultant,96,1,1,No,No
18815,38,Male,Marketing,Associate,PhD,0.4,67673,3,Job Portal,68,5,1,Yes,No
18816,58,Female,Customer Support,Manager,Bachelor's,0.5,161202,3,LinkedIn,64,3,4,No,No
18817,39,Male,Marketing,Executive,PhD,7.7,34242,2,Consultant,49,4,4,Yes,No
18818,50,Female,Customer Support,Manager,PhD,1,118058,2,LinkedIn,62,5,3,Yes,Yes
18819,33,Female,Finance,Lead,Master's,1.8,169315,3,Job Portal,3,1,4,No,Yes
18820,59,Male,Customer Support,Analyst,Master's,4.1,176027,3,Consultant,82,4,5,Yes,Yes
18821,32,Male,Customer Support,Analyst,Bachelor's,3.4,28136,3,Job Portal,35,2,4,No,Yes
18822,54,Female,IT,Associate,Bachelor's,5.9,198826,4,Consultant,60,3,4,No,Yes
18823,32,Female,Customer Support,Lead,Bachelor's,2.6,115225,3,Consultant,12,1,4,Yes,No
18824,44,Male,Marketing,Executive,PhD,0.1,63058,3,Referral,67,2,3,No,No
18825,24,Male,Customer Support,Lead,Master's,3.4,22290,3,Consultant,113,4,4,No,No
18826,56,Female,Finance,Manager,Master's,14,65684,3,Referral,58,3,1,No,No
18827,34,Other,Finance,Analyst,High School,2.3,165018,4,LinkedIn,76,2,3,Yes,No
18828,37,Female,Operations,Associate,PhD,5.1,79642,2,Referral,54,5,1,Yes,No
18829,23,Female,Marketing,Associate,Bachelor's,20.6,95804,3,LinkedIn,48,4,5,Yes,No
18830,58,Female,Operations,Manager,PhD,6.7,134450,3,LinkedIn,22,2,4,No,No
18831,43,Male,IT,Lead,High School,0.1,73364,3,Job Portal,59,5,4,Yes,Yes
18832,33,Male,Sales,Analyst,Bachelor's,4.1,95700,4,Campus,62,4,1,Yes,Yes
18833,29,Male,IT,Associate,Bachelor's,3.1,195734,3,Consultant,28,4,2,No,No
18834,41,Female,Operations,Senior Associate,Bachelor's,14,60480,3,Job Portal,96,5,3,Yes,No
18835,28,Female,Marketing,Manager,Bachelor's,9.4,110723,2,LinkedIn,32,4,1,No,No
18836,37,Male,Operations,Executive,PhD,6.8,186857,4,Job Portal,41,3,4,No,No
18837,36,Female,Finance,Senior Associate,PhD,2.5,95034,4,LinkedIn,84,5,2,No,No
18838,36,Male,Marketing,Manager,PhD,3,65369,3,Referral,81,2,1,Yes,No
18839,48,Female,Marketing,Associate,PhD,7.5,155322,4,Job Portal,7,1,2,Yes,No
18840,36,Male,Marketing,Associate,High School,1.6,95176,3,Consultant,49,3,5,Yes,No
18841,34,Female,Marketing,Executive,Bachelor's,1.8,65716,1,Consultant,65,3,4,Yes,No
18842,58,Male,IT,Analyst,PhD,1.6,51956,3,Campus,95,2,5,No,Yes
18843,40,Female,HR,Lead,Bachelor's,6.7,37778,3,Consultant,104,1,2,Yes,Yes
18844,54,Male,Marketing,Lead,Bachelor's,2.2,95345,3,Referral,76,1,4,Yes,No
18845,49,Male,IT,Executive,PhD,13.1,62696,3,Consultant,31,1,3,Yes,No
18846,23,Female,IT,Analyst,Master's,15.1,184786,3,Campus,2,3,4,Yes,No
18847,30,Female,Marketing,Senior Associate,Bachelor's,1,81263,2,Consultant,74,4,5,Yes,No
18848,40,Male,IT,Lead,Master's,4.6,155342,3,Campus,107,5,5,Yes,No
18849,22,Female,Marketing,Senior Associate,Master's,4.5,90247,3,Consultant,40,3,5,Yes,No
18850,47,Female,Finance,Associate,High School,2.8,153110,4,Consultant,81,3,1,No,No
18851,52,Male,Customer Support,Executive,Bachelor's,2,36689,2,LinkedIn,7,1,4,No,Yes
18852,30,Female,Sales,Manager,Bachelor's,14.9,180807,4,Campus,34,1,4,Yes,Yes
18853,37,Female,IT,Lead,PhD,1.4,62862,1,Job Portal,113,3,1,No,Yes
18854,53,Male,Customer Support,Manager,High School,9.4,103848,4,Job Portal,93,1,3,No,Yes
18855,26,Female,HR,Lead,Master's,2.7,173966,4,LinkedIn,61,2,5,No,No
18856,59,Female,HR,Manager,Bachelor's,4.6,126677,3,Referral,88,4,1,No,Yes
18857,38,Female,Finance,Manager,High School,10.7,157002,4,Job Portal,68,1,5,No,No
18858,29,Male,IT,Lead,Bachelor's,3.9,43254,4,Job Portal,86,1,1,No,No
18859,28,Female,Finance,Associate,PhD,2.1,29662,3,LinkedIn,55,3,2,Yes,No
18860,45,Female,HR,Lead,High School,6.5,59791,3,Referral,30,2,1,No,No
18861,51,Male,Finance,Manager,High School,1.2,189614,3,Referral,22,4,5,No,Yes
18862,24,Female,Operations,Associate,Bachelor's,2.9,23660,3,LinkedIn,12,4,4,No,No
18863,40,Male,Marketing,Manager,Bachelor's,2.9,129284,3,Job Portal,12,5,2,Yes,Yes
18864,48,Male,Sales,Associate,Master's,11.7,152978,3,Consultant,68,4,1,No,No
18865,21,Female,Marketing,Executive,High School,5.3,68887,3,LinkedIn,83,4,1,Yes,No
18866,43,Male,Customer Support,Senior Associate,Master's,10.4,139858,4,Campus,105,4,1,No,No
18867,33,Male,Operations,Associate,PhD,0.9,171983,2,Job Portal,103,1,3,Yes,No
18868,36,Male,Customer Support,Lead,Bachelor's,3.3,107508,4,Referral,0,2,4,Yes,No
18869,46,Male,IT,Lead,Bachelor's,0.5,155537,4,Referral,0,5,2,No,No
18870,51,Female,Customer Support,Lead,Bachelor's,10.8,139819,4,Campus,50,1,5,No,No
