S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue
10294,2024-07,SMB,AddOn_D,7865.66,0.02,165.18,7700.48
10295,2024-05,Retail,Subscription_C,1232.55,0.05,61.63,1170.92
10296,2024-03,SMB,AddOn_D,6091.08,0.02,97.46,5993.62
10297,2024-07,Retail,AddOn_D,2983.99,0.04,113.39,2870.60
10298,2024-04,Enterprise,Service_A,24204.29,0.02,363.06,23841.23
10299,2024-03,SMB,Product_B,6944.31,0.03,208.33,6735.98
10300,2024-07,Enterprise,Subscription_C,27489.10,0.01,329.87,27159.23
10301,2024-03,SMB,AddOn_D,8235.43,0.03,238.83,7996.60
10302,2024-05,Retail,Product_B,2991.04,0.05,137.59,2853.45
10303,2024-01,Enterprise,AddOn_D,15822.88,0.01,94.94,15727.94
10304,2024-05,Enterprise,Service_A,17694.02,0.01,194.63,17499.39
10305,2024-05,SMB,Product_B,14275.74,0.03,471.10,13804.64
10306,2024-07,SMB,AddOn_D,12750.35,0.03,318.76,12431.59
10307,2024-06,SMB,Product_B,6847.38,0.03,171.18,6676.20
10308,2024-03,SMB,Product_B,6858.86,0.02,123.46,6735.40
10309,2024-01,SMB,Subscription_C,9190.31,0.02,211.38,8978.93
10310,2024-01,Enterprise,Product_B,25067.85,0.01,150.41,24917.44
10311,2024-06,SMB,Product_B,10273.47,0.03,287.66,9985.81
10312,2024-01,Enterprise,AddOn_D,18108.49,0.01,253.52,17854.97
10313,2024-06,SMB,Service_A,12059.57,0.02,289.43,11770.14
10314,2024-03,Enterprise,Service_A,19537.55,0.01,253.99,19283.56
10315,2024-10,Enterprise,AddOn_D,27199.93,0.02,408.00,26791.93
10316,2024-01,Retail,Subscription_C,4024.15,0.05,201.21,3822.94
10317,2024-03,SMB,Service_A,11513.25,0.03,299.34,11213.91
10318,2024-10,SMB,Service_A,9436.74,0.02,160.42,9276.32
10319,2024-05,Retail,Subscription_C,2574.75,0.05,136.46,2438.29
10320,2024-01,Retail,Service_A,4118.95,0.05,222.42,3896.53
10321,2024-03,Enterprise,AddOn_D,22557.14,0.01,157.90,22399.24
10322,2024-09,Retail,Service_A,2538.00,0.04,98.98,2439.02
10323,2024-05,Enterprise,Service_A,15203.52,0.01,212.85,14990.67
10324,2024-11,SMB,Service_A,13555.59,0.03,393.11,13162.48
10325,2024-03,SMB,AddOn_D,8428.11,0.03,252.84,8175.27
10326,2024-03,Enterprise,Subscription_C,15850.76,0.01,174.36,15676.40
10327,2024-03,Enterprise,Product_B,21319.63,0.01,234.52,21085.11
10328,2024-04,Enterprise,Subscription_C,21359.19,0.01,213.59,21145.60
10329,2024-05,Enterprise,Service_A,20236.72,0.01,182.13,20054.59
10330,2024-09,Enterprise,Service_A,21519.35,0.02,322.79,21196.56
10331,2024-01,Enterprise,AddOn_D,24173.18,0.01,265.90,23907.28
10332,2024-08,Enterprise,AddOn_D,21521.34,0.01,301.30,21220.04
10333,2024-04,Enterprise,AddOn_D,23999.62,0.01,312.00,23687.62
10334,2024-10,SMB,Service_A,8968.38,0.04,313.89,8654.49
10335,2024-07,SMB,Product_B,5509.24,0.02,110.18,5399.06
10336,2024-01,Retail,Product_B,1160.60,0.05,62.67,1097.93
10337,2024-03,Enterprise,AddOn_D,15574.31,0.01,93.45,15480.86
10338,2024-05,Retail,Service_A,4229.87,0.04,160.74,4069.13
10339,2024-01,Retail,AddOn_D,3918.04,0.05,188.07,3729.97
10340,2024-05,Enterprise,AddOn_D,26960.22,0.01,377.44,26582.78
10341,2024-01,Retail,Subscription_C,4258.16,0.05,217.17,4040.99
10342,2024-05,Enterprise,Product_B,22468.85,0.01,292.10,22176.75
10343,2024-09,Retail,Subscription_C,3697.66,0.04,155.30,3542.36
10344,2024-11,SMB,Service_A,9701.00,0.03,271.63,9429.37
10345,2024-01,Enterprise,Product_B,21238.23,0.01,297.34,20940.89
10346,2024-03,Enterprise,Subscription_C,18699.84,0.01,243.10,18456.74
10347,2024-07,Enterprise,Service_A,18137.77,0.01,181.38,17956.39
10348,2024-04,SMB,AddOn_D,6636.61,0.03,185.83,6450.78
10349,2024-01,Enterprise,Product_B,25286.60,0.01,328.73,24957.87
10350,2024-10,SMB,AddOn_D,10570.50,0.02,253.69,10316.81
10351,2024-08,SMB,Service_A,11702.45,0.02,234.05,11468.40
10352,2024-07,Enterprise,Subscription_C,28777.63,0.01,230.22,28547.41
10353,2024-08,SMB,Subscription_C,7277.49,0.03,211.05,7066.44
10354,2024-05,Enterprise,Service_A,27397.96,0.01,273.98,27123.98
10355,2024-07,Enterprise,Subscription_C,16335.61,0.01,163.36,16172.25
10356,2024-04,Retail,Subscription_C,2895.23,0.05,130.29,2764.94
10357,2024-01,SMB,Subscription_C,14513.51,0.02,290.27,14223.24
10358,2024-09,Enterprise,Subscription_C,22748.60,0.01,295.73,22452.87
10359,2024-10,SMB,AddOn_D,5393.70,0.02,91.69,5302.01
10360,2024-03,Enterprise,Product_B,16268.28,0.01,211.49,16056.79
10361,2024-05,Enterprise,AddOn_D,22096.18,0.01,309.35,21786.83
10362,2024-04,Enterprise,Product_B,19720.58,0.01,216.93,19503.65
10363,2024-06,SMB,Product_B,6996.60,0.03,216.89,6779.71
10364,2024-05,Retail,Product_B,4598.30,0.04,202.33,4395.97
10365,2024-06,Enterprise,AddOn_D,20615.09,0.02,309.23,20305.86
10366,2024-11,SMB,Service_A,14013.05,0.02,322.30,13690.75
10367,2024-10,SMB,Product_B,12969.26,0.02,220.48,12748.78
10368,2024-01,Retail,Service_A,2002.23,0.05,96.11,1906.12
10369,2024-03,Enterprise,Product_B,20587.81,0.01,247.05,20340.76
10370,2024-07,Retail,Subscription_C,4331.85,0.04,186.27,4145.58
10371,2024-09,Enterprise,AddOn_D,19062.05,0.01,152.50,18909.55
10372,2024-01,Retail,AddOn_D,1855.07,0.04,74.20,1780.87
10373,2024-03,Retail,Subscription_C,2138.23,0.05,109.05,2029.18
10374,2024-03,SMB,Product_B,8536.57,0.03,273.17,8263.40
10375,2024-03,SMB,AddOn_D,5692.60,0.02,96.77,5595.83
10376,2024-06,SMB,AddOn_D,14365.82,0.02,330.41,14035.41
10377,2024-04,Enterprise,AddOn_D,27854.17,0.01,194.98,27659.19
10378,2024-05,Enterprise,Subscription_C,24557.76,0.01,171.90,24385.86
10379,2024-08,SMB,Product_B,12915.64,0.02,219.57,12696.07
10380,2024-04,SMB,Service_A,8001.98,0.03,200.05,7801.93
10381,2024-01,SMB,Service_A,10131.43,0.03,314.07,9817.36
10382,2024-06,Retail,Service_A,2514.25,0.04,95.54,2418.71
10383,2024-10,SMB,Product_B,10241.96,0.02,225.32,10016.64
10384,2024-03,Enterprise,Subscription_C,29533.95,0.01,295.34,29238.61
10385,2024-07,Enterprise,Subscription_C,25922.93,0.01,311.08,25611.85
10386,2024-08,SMB,Service_A,12151.43,0.02,218.73,11932.70
10387,2024-09,Enterprise,AddOn_D,17531.00,0.01,122.72,17408.28
10388,2024-01,SMB,Service_A,8027.95,0.02,136.48,7891.47
10389,2024-05,Enterprise,Subscription_C,26378.00,0.01,211.02,26166.98
10390,2024-05,SMB,Product_B,13469.72,0.03,404.09,13065.63
10391,2024-01,Retail,Product_B,4747.82,0.04,170.92,4576.90
10392,2024-04,SMB,Service_A,14487.19,0.02,333.21,14153.98
10393,2024-07,SMB,AddOn_D,11930.86,0.02,214.76,11716.10
10394,2024-08,Retail,Service_A,4127.01,0.05,222.86,3904.15
10395,2024-04,Retail,Service_A,1186.60,0.04,42.72,1143.88
10396,2024-03,SMB,Service_A,8970.50,0.02,188.38,8782.12
10397,2024-09,Enterprise,Product_B,27103.66,0.01,189.73,26913.93
10398,2024-03,Retail,Subscription_C,2836.64,0.06,156.02,2680.62
10399,2024-01,Retail,AddOn_D,2668.30,0.04,96.06,2572.24
10400,2024-01,SMB,Subscription_C,9915.73,0.02,228.06,9687.67
10401,2024-06,SMB,Subscription_C,5867.03,0.02,105.61,5761.42
10402,2024-03,Enterprise,Service_A,24768.86,0.02,371.53,24397.33
10403,2024-09,Retail,Service_A,3865.80,0.05,208.75,3657.05
10404,2024-03,SMB,AddOn_D,12254.25,0.02,257.34,11996.91
10405,2024-08,SMB,Product_B,8727.65,0.03,226.92,8500.73
10406,2024-08,Enterprise,Product_B,25742.15,0.01,283.16,25458.99
10407,2024-05,SMB,Product_B,6361.67,0.03,159.04,6202.63
10408,2024-04,SMB,Product_B,6045.25,0.03,193.45,5851.80
10409,2024-07,Retail,Service_A,3922.30,0.05,203.96,3718.34
10410,2024-06,Enterprise,Service_A,25368.11,0.01,177.58,25190.53
10411,2024-10,SMB,Product_B,7598.21,0.02,174.76,7423.45
10412,2024-01,Enterprise,AddOn_D,26110.32,0.01,339.43,25770.89
10413,2024-08,Retail,Subscription_C,1111.57,0.04,38.90,1072.67
10414,2024-09,SMB,Product_B,14146.88,0.02,226.35,13920.53
10415,2024-01,Enterprise,AddOn_D,18952.93,0.01,113.72,18839.21
10416,2024-09,SMB,AddOn_D,14365.49,0.03,445.33,13920.16
10417,2024-06,SMB,Subscription_C,6742.23,0.03,188.78,6553.45
10418,2024-05,SMB,Subscription_C,8941.67,0.02,214.60,8727.07
10419,2024-01,Enterprise,AddOn_D,21140.69,0.02,317.11,20823.58
10420,2024-03,Enterprise,Service_A,25975.71,0.01,181.83,25793.88
10421,2024-08,Enterprise,Service_A,28367.63,0.01,312.04,28055.59
10422,2024-01,Retail,Subscription_C,3529.21,0.05,158.81,3370.40
10423,2024-09,Retail,Subscription_C,4348.09,0.04,186.97,4161.12
10424,2024-10,SMB,Subscription_C,10682.99,0.02,256.39,10426.60
10425,2024-01,Enterprise,Product_B,28535.16,0.01,313.89,28221.27
10426,2024-05,Enterprise,Subscription_C,20539.32,0.01,246.47,20292.85
10427,2024-03,SMB,Product_B,14303.16,0.02,314.67,13988.49
10428,2024-06,SMB,Service_A,6861.13,0.02,116.64,6744.49
10429,2024-04,SMB,AddOn_D,9041.51,0.02,207.95,8833.56
10430,2024-08,Retail,Service_A,1875.53,0.05,101.28,1774.25
10431,2024-03,Enterprise,Service_A,27194.53,0.01,299.14,26895.39
10432,2024-03,Enterprise,Service_A,20017.03,0.01,200.17,19816.86
10433,2024-05,Retail,Subscription_C,2212.85,0.04,84.09,2128.76
10434,2024-10,Enterprise,Product_B,29480.66,0.01,176.88,29303.78
10435,2024-03,Enterprise,Product_B,27309.47,0.01,136.55,27172.92
10436,2024-07,SMB,Product_B,5795.26,0.03,173.86,5621.40
10437,2024-06,Retail,Product_B,2882.66,0.05,152.78,2729.88
10438,2024-01,Retail,Subscription_C,4995.20,0.06,274.74,4720.46
10439,2024-01,Retail,Subscription_C,1638.69,0.04,58.99,1579.70
10440,2024-05,SMB,Subscription_C,9261.85,0.03,287.12,8974.73
10441,2024-07,Retail,Product_B,2707.57,0.04,97.47,2610.10
10442,2024-03,Retail,Product_B,4101.72,0.04,168.17,3933.55
10443,2024-06,SMB,AddOn_D,8121.52,0.03,235.52,7886.00
10444,2024-01,Retail,AddOn_D,1218.25,0.05,62.13,1156.12
10445,2024-06,Retail,AddOn_D,4097.87,0.05,217.19,3880.68
10446,2024-10,Retail,Service_A,1997.68,0.05,91.89,1905.79
10447,2024-07,Enterprise,AddOn_D,28670.01,0.01,258.03,28411.98
10448,2024-07,Enterprise,AddOn_D,18563.57,0.01,129.94,18433.63
10449,2024-01,Enterprise,Product_B,19633.54,0.01,274.87,19358.67
10450,2024-09,Retail,Service_A,4535.96,0.04,163.29,4372.67
10451,2024-11,SMB,Service_A,9033.62,0.02,216.81,8816.81
10452,2024-01,Enterprise,Service_A,29252.23,0.01,380.28,28871.95
10453,2024-03,Enterprise,AddOn_D,24533.54,0.01,343.47,24190.07
10454,2024-04,Enterprise,Service_A,27721.09,0.01,249.49,27471.60
10455,2024-11,Enterprise,Subscription_C,26899.22,0.01,349.69,26549.53
10456,2024-04,Retail,AddOn_D,3959.64,0.04,170.26,3789.38
10457,2024-11,Enterprise,Product_B,25579.82,0.01,306.96,25272.86
10458,2024-01,SMB,Subscription_C,7925.08,0.02,142.65,7782.43
10459,2024-09,SMB,Subscription_C,8637.16,0.03,267.75,8369.41
10460,2024-06,SMB,Service_A,6810.80,0.03,197.51,6613.29
10461,2024-10,Enterprise,Service_A,28361.31,0.01,226.89,28134.42
10462,2024-05,SMB,Subscription_C,9381.11,0.03,243.91,9137.20
10463,2024-01,SMB,Subscription_C,6626.38,0.03,185.54,6440.84
10464,2024-03,Retail,Subscription_C,2914.75,0.05,131.16,2783.59
10465,2024-06,Enterprise,Product_B,15941.57,0.01,207.24,15734.33
10466,2024-07,Retail,Subscription_C,2681.86,0.04,118.00,2563.86
10467,2024-01,Enterprise,Service_A,19453.25,0.01,252.89,19200.36
10468,2024-03,Retail,AddOn_D,4813.33,0.04,182.91,4630.42
10469,2024-11,Retail,Product_B,3822.56,0.04,137.61,3684.95
10470,2024-05,Retail,Subscription_C,1546.57,0.05,71.14,1475.43
10471,2024-03,Enterprise,AddOn_D,21956.03,0.01,307.38,21648.65
10472,2024-08,Enterprise,Subscription_C,22295.25,0.01,133.77,22161.48
10473,2024-03,SMB,AddOn_D,9872.71,0.03,335.67,9537.04
10474,2024-01,Enterprise,Service_A,27822.65,0.01,306.05,27516.60
10475,2024-03,SMB,Subscription_C,12935.42,0.03,388.06,12547.36
10476,2024-04,Enterprise,Subscription_C,16926.42,0.01,186.19,16740.23
10477,2024-10,Enterprise,Service_A,18826.79,0.01,150.61,18676.18
10478,2024-11,Enterprise,AddOn_D,17363.56,0.01,173.64,17189.92
10479,2024-01,SMB,Product_B,11422.51,0.02,262.72,11159.79
10480,2024-07,Retail,Subscription_C,3667.96,0.05,194.40,3473.56
10481,2024-04,Retail,Product_B,3071.81,0.05,141.30,2930.51
10482,2024-05,SMB,AddOn_D,11231.31,0.03,359.40,10871.91
10483,2024-09,Retail,Product_B,1127.84,0.04,47.37,1080.47
10484,2024-08,Retail,Product_B,4394.58,0.04,162.60,4231.98
10485,2024-01,Retail,Service_A,4494.49,0.05,238.21,4256.28
10486,2024-05,SMB,AddOn_D,8707.54,0.02,208.98,8498.56
10487,2024-10,SMB,Service_A,11520.65,0.03,299.54,11221.11
10488,2024-05,Retail,Product_B,3754.16,0.04,165.18,3588.98
10489,2024-07,Enterprise,AddOn_D,29439.89,0.01,382.72,29057.17
10490,2024-07,Retail,Subscription_C,1955.87,0.05,91.93,1863.94
10491,2024-08,Retail,Subscription_C,2119.76,0.04,74.19,2045.57
10492,2024-05,SMB,AddOn_D,11046.99,0.02,187.80,10859.19
10493,2024-11,Enterprise,Subscription_C,23915.33,0.01,263.07,23652.26
10494,2024-07,SMB,AddOn_D,9803.17,0.02,235.28,9567.89
10495,2024-01,SMB,Subscription_C,9098.38,0.03,282.05,8816.33
10496,2024-01,SMB,Subscription_C,9229.82,0.03,249.21,8980.61
10497,2024-06,Retail,Product_B,4320.30,0.04,155.53,4164.77
10498,2024-11,SMB,Product_B,9289.12,0.03,306.54,8982.58
10499,2024-04,SMB,Service_A,5307.65,0.02,84.92,5222.73
10500,2024-10,SMB,Subscription_C,9076.03,0.03,299.51,8776.52
10501,2024-07,Retail,Service_A,1855.46,0.04,68.65,1786.81
10502,2024-08,Enterprise,AddOn_D,19180.02,0.01,191.80,18988.22
10503,2024-11,Retail,AddOn_D,2226.47,0.05,113.55,2112.92
10504,2024-10,Retail,Service_A,2575.36,0.05,118.47,2456.89
10505,2024-10,Enterprise,AddOn_D,24593.43,0.01,344.31,24249.12
10506,2024-01,SMB,Subscription_C,14033.09,0.03,420.99,13612.10
10507,2024-06,SMB,Service_A,7458.92,0.02,141.72,7317.20
10508,2024-10,Retail,Service_A,2700.29,0.05,145.82,2554.47
10509,2024-11,Retail,Product_B,4824.26,0.05,260.51,4563.75
10510,2024-03,SMB,Service_A,5067.75,0.03,172.30,4895.45
10511,2024-03,Enterprise,AddOn_D,29156.56,0.01,320.72,28835.84
10512,2024-03,Retail,AddOn_D,1666.71,0.06,91.67,1575.04
10513,2024-08,SMB,AddOn_D,8876.16,0.04,310.67,8565.49
10514,2024-09,SMB,Subscription_C,11222.96,0.03,280.57,10942.39
10515,2024-11,Retail,Subscription_C,4687.71,0.04,192.20,4495.51
10516,2024-01,SMB,AddOn_D,5596.95,0.03,190.30,5406.65
10517,2024-06,Retail,Service_A,1707.45,0.04,75.13,1632.32
10518,2024-03,Enterprise,Subscription_C,28547.57,0.01,399.67,28147.90
10519,2024-09,Retail,Product_B,4667.30,0.04,191.36,4475.94
10520,2024-05,Enterprise,Product_B,19504.87,0.01,195.05,19309.82
10521,2024-07,Enterprise,Subscription_C,25026.01,0.01,300.31,24725.70
10522,2024-09,SMB,Product_B,5130.10,0.02,82.08,5048.02
10523,2024-05,SMB,Product_B,5748.98,0.03,143.72,5605.26
10524,2024-04,Enterprise,AddOn_D,17086.20,0.01,239.21,16846.99
10525,2024-05,Enterprise,Service_A,20687.83,0.01,248.25,20439.58
10526,2024-08,SMB,AddOn_D,11541.91,0.03,334.72,11207.19
10527,2024-04,SMB,AddOn_D,7748.05,0.02,185.95,7562.10
10528,2024-03,SMB,Product_B,5878.93,0.03,188.13,5690.80
10529,2024-04,SMB,Product_B,13479.29,0.02,256.11,13223.18
10530,2024-03,SMB,AddOn_D,5176.87,0.03,144.95,5031.92
10531,2024-05,Enterprise,Subscription_C,26952.56,0.01,350.38,26602.18
10532,2024-08,Retail,Subscription_C,2367.69,0.05,118.38,2249.31
10533,2024-09,SMB,Subscription_C,6337.42,0.02,101.40,6236.02
10534,2024-05,Retail,AddOn_D,2795.20,0.04,100.63,2694.57
10535,2024-07,SMB,Product_B,12910.56,0.03,438.96,12471.60
10536,2024-11,Retail,Product_B,4738.78,0.04,165.86,4572.92
10537,2024-01,Retail,Subscription_C,4043.21,0.05,190.03,3853.18
10538,2024-04,Retail,Product_B,4895.46,0.04,176.24,4719.22
10539,2024-09,Enterprise,AddOn_D,17081.75,0.01,136.65,16945.10
10540,2024-01,SMB,AddOn_D,5012.82,0.03,170.44,4842.38
10541,2024-11,Enterprise,Product_B,28515.81,0.01,171.09,28344.72
10542,2024-01,Enterprise,Service_A,26865.24,0.01,322.38,26542.86
10543,2024-07,Enterprise,Subscription_C,21426.85,0.01,214.27,21212.58
10544,2024-07,Enterprise,AddOn_D,23041.10,0.01,161.29,22879.81
10545,2024-04,Enterprise,AddOn_D,19578.24,0.01,234.94,19343.30
10546,2024-06,SMB,Product_B,11630.14,0.02,174.45,11455.69
10547,2024-07,SMB,Product_B,10712.34,0.02,246.38,10465.96
10548,2024-09,Retail,AddOn_D,4026.29,0.05,213.39,3812.90
10549,2024-03,SMB,Subscription_C,6307.36,0.03,182.91,6124.45
10550,2024-07,SMB,AddOn_D,14032.36,0.02,280.65,13751.71
10551,2024-01,Retail,AddOn_D,4877.92,0.04,214.63,4663.29
10552,2024-01,SMB,Product_B,11637.11,0.03,372.39,11264.72
10553,2024-11,Retail,Subscription_C,4246.65,0.05,220.83,4025.82
10554,2024-08,Retail,Product_B,2120.91,0.05,114.53,2006.38
10555,2024-08,SMB,Subscription_C,13183.63,0.02,290.04,12893.59
10556,2024-03,Enterprise,Subscription_C,26353.47,0.01,131.77,26221.70
10557,2024-10,Enterprise,Service_A,22210.10,0.01,222.10,21988.00
10558,2024-03,SMB,AddOn_D,14187.49,0.02,255.37,13932.12
10559,2024-05,SMB,Subscription_C,6440.82,0.03,206.11,6234.71
10560,2024-05,Retail,Service_A,4897.04,0.04,190.98,4706.06
10561,2024-03,Retail,Product_B,4118.31,0.04,148.26,3970.05
10562,2024-08,Enterprise,AddOn_D,17432.65,0.01,87.16,17345.49
10563,2024-05,Enterprise,AddOn_D,29208.81,0.01,292.09,28916.72
10564,2024-09,Enterprise,Service_A,28796.03,0.01,316.76,28479.27
10565,2024-09,Enterprise,Service_A,21073.43,0.01,295.03,20778.40
10566,2024-03,Retail,Service_A,1476.36,0.05,69.39,1406.97
10567,2024-03,Enterprise,AddOn_D,16721.17,0.01,183.93,16537.24
10568,2024-03,Retail,Service_A,3538.26,0.04,134.45,3403.81
10569,2024-10,Enterprise,Subscription_C,29183.23,0.01,175.10,29008.13
10570,2024-08,Enterprise,AddOn_D,16538.00,0.01,198.46,16339.54
10571,2024-06,Retail,Subscription_C,4701.89,0.04,188.08,4513.81
10572,2024-05,Retail,AddOn_D,2407.56,0.05,110.75,2296.81
10573,2024-08,Enterprise,Service_A,15580.76,0.01,93.48,15487.28
10574,2024-07,SMB,Service_A,10167.87,0.03,325.37,9842.50
10575,2024-11,SMB,AddOn_D,5301.89,0.02,116.64,5185.25
10576,2024-11,Enterprise,Product_B,17448.56,0.01,244.28,17204.28
10577,2024-05,Retail,Subscription_C,4889.19,0.05,259.13,4630.06
10578,2024-06,SMB,Subscription_C,14740.58,0.03,486.44,14254.14
10579,2024-01,Enterprise,AddOn_D,16030.98,0.01,224.43,15806.55
10580,2024-05,Retail,Service_A,3662.04,0.04,153.81,3508.23
10581,2024-01,SMB,Product_B,10790.06,0.02,194.22,10595.84
10582,2024-01,Enterprise,AddOn_D,22670.29,0.01,226.70,22443.59
10583,2024-08,Retail,AddOn_D,4145.59,0.05,203.13,3942.46
10584,2024-10,Retail,Product_B,3595.25,0.05,176.17,3419.08
10585,2024-09,Enterprise,AddOn_D,19148.13,0.01,134.04,19014.09
10586,2024-10,Enterprise,AddOn_D,29010.92,0.01,174.07,28836.85
10587,2024-03,Retail,AddOn_D,2459.28,0.04,88.53,2370.75
10588,2024-11,Retail,Subscription_C,4882.55,0.04,214.83,4667.72
10589,2024-03,Retail,Subscription_C,1943.24,0.05,101.05,1842.19
10590,2024-06,Retail,AddOn_D,3540.08,0.04,155.76,3384.32
10591,2024-11,Enterprise,Subscription_C,20380.77,0.01,163.05,20217.72
10592,2024-01,Enterprise,Subscription_C,16251.11,0.01,195.01,16056.10
10593,2024-05,Retail,Subscription_C,2275.31,0.04,86.46,2188.85
10594,2024-09,Retail,Service_A,2997.87,0.04,122.91,2874.96
10595,2024-05,Enterprise,AddOn_D,27260.69,0.01,381.65,26879.04
10596,2024-08,Retail,Service_A,3490.14,0.05,174.51,3315.63
10597,2024-05,Retail,Service_A,3457.81,0.05,155.60,3302.21
10598,2024-03,Enterprise,Product_B,19986.90,0.01,179.88,19807.02
10599,2024-06,SMB,Product_B,8717.26,0.02,174.35,8542.91
10600,2024-03,SMB,AddOn_D,7159.19,0.02,114.55,7044.64
10601,2024-08,Retail,AddOn_D,2829.01,0.05,130.13,2698.88
10602,2024-01,Enterprise,Product_B,20640.73,0.01,123.84,20516.89
10603,2024-10,Enterprise,Service_A,19993.01,0.01,279.90,19713.11
10604,2024-07,Retail,Service_A,1680.37,0.04,65.53,1614.84
10605,2024-08,SMB,Subscription_C,5769.60,0.03,196.17,5573.43
10606,2024-07,SMB,Service_A,9420.52,0.02,150.73,9269.79
10607,2024-06,Enterprise,Product_B,15046.78,0.01,135.42,14911.36
10608,2024-08,SMB,Subscription_C,14588.74,0.02,277.19,14311.55
10609,2024-01,SMB,Subscription_C,13902.50,0.04,486.59,13415.91
10610,2024-03,SMB,Service_A,11544.19,0.02,265.52,11278.67
10611,2024-10,SMB,AddOn_D,10337.42,0.03,289.45,10047.97
10612,2024-09,SMB,AddOn_D,9668.59,0.03,270.72,9397.87
10613,2024-03,SMB,AddOn_D,5920.78,0.03,195.39,5725.39
10614,2024-05,Retail,AddOn_D,2898.71,0.05,130.44,2768.27
10615,2024-05,Retail,AddOn_D,3803.07,0.05,190.15,3612.92
10616,2024-09,Enterprise,Service_A,15787.97,0.01,173.67,15614.30
10617,2024-06,Enterprise,Service_A,15670.70,0.01,94.02,15576.68
10618,2024-05,SMB,AddOn_D,14162.34,0.02,325.73,13836.61
10619,2024-07,SMB,Product_B,10460.42,0.03,345.19,10115.23
10620,2024-04,Retail,Subscription_C,2103.98,0.04,86.26,2017.72
10621,2024-09,SMB,Service_A,8525.59,0.02,170.51,8355.08
10622,2024-03,Retail,Service_A,1203.44,0.04,46.93,1156.51
10623,2024-01,SMB,Subscription_C,7678.95,0.02,115.18,7563.77
10624,2024-03,SMB,Subscription_C,14488.04,0.02,318.74,14169.30
10625,2024-01,Enterprise,Subscription_C,21837.98,0.01,152.87,21685.11
10626,2024-07,Retail,AddOn_D,2674.12,0.05,133.71,2540.41
10627,2024-06,Enterprise,Service_A,23517.16,0.01,188.14,23329.02
10628,2024-03,Retail,AddOn_D,2145.89,0.05,109.44,2036.45
10629,2024-08,SMB,Product_B,8256.80,0.02,148.62,8108.18
10630,2024-10,Retail,Product_B,3593.10,0.05,161.69,3431.41
10631,2024-01,Enterprise,Service_A,27168.43,0.01,135.84,27032.59
10632,2024-04,Enterprise,AddOn_D,25291.08,0.01,252.91,25038.17
10633,2024-04,Enterprise,Service_A,25110.60,0.01,251.11,24859.49
10634,2024-03,Retail,Service_A,3272.06,0.05,176.69,3095.37
10635,2024-10,Retail,Subscription_C,1835.09,0.05,95.42,1739.67
10636,2024-03,Enterprise,Service_A,18393.76,0.01,110.36,18283.40
10637,2024-06,Retail,AddOn_D,1851.68,0.04,70.36,1781.32
10638,2024-08,Retail,Service_A,3357.12,0.05,181.28,3175.84
10639,2024-04,Enterprise,AddOn_D,16318.97,0.01,195.83,16123.14
10640,2024-03,Enterprise,Service_A,29632.78,0.01,177.80,29454.98
10641,2024-06,SMB,AddOn_D,5311.80,0.03,132.80,5179.00
10642,2024-05,SMB,AddOn_D,5965.35,0.02,143.17,5822.18
10643,2024-01,SMB,AddOn_D,12651.30,0.02,227.72,12423.58
10644,2024-05,Enterprise,Service_A,25506.88,0.01,153.04,25353.84
10645,2024-01,Enterprise,Product_B,23080.95,0.02,346.21,22734.74
10646,2024-01,Enterprise,Product_B,29904.15,0.01,388.75,29515.40
10647,2024-03,Enterprise,Product_B,22772.19,0.01,204.95,22567.24
10648,2024-04,SMB,Subscription_C,9016.26,0.03,306.55,8709.71
10649,2024-11,Retail,Subscription_C,3596.67,0.05,161.85,3434.82
10650,2024-01,Retail,Product_B,3449.05,0.05,175.90,3273.15
10651,2024-11,Retail,Service_A,4513.31,0.05,243.72,4269.59
10652,2024-11,Retail,Service_A,1354.15,0.05,69.06,1285.09
10653,2024-10,Retail,Service_A,1388.72,0.04,58.33,1330.39
10654,2024-03,Retail,AddOn_D,1515.00,0.04,54.54,1460.46
10655,2024-03,Enterprise,Product_B,27128.00,0.01,379.79,26748.21
10656,2024-01,Retail,AddOn_D,4719.38,0.05,217.09,4502.29
10657,2024-07,Enterprise,Service_A,24135.68,0.01,337.90,23797.78
10658,2024-10,SMB,Service_A,10874.34,0.03,282.73,10591.61
10659,2024-08,Enterprise,AddOn_D,15177.38,0.01,136.60,15040.78
10660,2024-01,Retail,AddOn_D,3834.43,0.05,172.55,3661.88
10661,2024-04,Enterprise,Subscription_C,19657.07,0.01,235.88,19421.19
10662,2024-06,Retail,Subscription_C,2649.40,0.06,145.72,2503.68
10663,2024-09,SMB,Subscription_C,11212.25,0.02,269.09,10943.16
10664,2024-05,Enterprise,Subscription_C,20569.05,0.01,205.69,20363.36
10665,2024-01,SMB,Service_A,9106.12,0.02,191.23,8914.89
10666,2024-07,SMB,AddOn_D,7414.39,0.03,222.43,7191.96
10667,2024-09,Retail,Service_A,4291.32,0.05,231.73,4059.59
10668,2024-01,Enterprise,Service_A,25610.82,0.01,307.33,25303.49
10669,2024-10,Enterprise,AddOn_D,28177.79,0.01,394.49,27783.30
10670,2024-05,SMB,Subscription_C,14400.42,0.02,345.61,14054.81
10671,2024-01,Enterprise,Product_B,29235.01,0.01,380.06,28854.95
10672,2024-03,Retail,Subscription_C,2638.52,0.05,121.37,2517.15
