S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue,report_date_clean,,,
7804,2024-08,SMB,Service_A,8965.39,0.03,242.07,8723.32,01/08/2024,,,
7805,2024-08,Enterprise,Service_A,24207.39,0.01,266.28,23941.11,01/08/2024,,,
7806,2024-11,Retail,Service_A,4049.99,0.05,194.4,3855.59,01/11/2024,,,
7807,2024-10,SMB,Service_A,13441.91,0.02,268.84,13173.07,01/10/2024,,,
7808,2024-04,Enterprise,AddOn_D,28211.55,0.01,225.69,27985.86,01/04/2024,,,
7809,2024-01,SMB,Subscription_C,5517.97,0.02,126.91,5391.06,01/01/2024,,,
7810,2024-09,SMB,Product_B,10177.86,0.02,193.38,9984.48,01/09/2024,,,
7811,2024-11,Enterprise,Subscription_C,27988.88,0.01,251.9,27736.98,01/11/2024,,,
7812,2024-06,Enterprise,AddOn_D,20459.36,0.01,163.67,20295.69,01/06/2024,,,
7813,2024-03,Retail,Subscription_C,1459.44,0.04,54,1405.44,01/03/2024,,,
7814,2024-07,Enterprise,Service_A,25861.34,0.01,232.75,25628.59,01/07/2024,,,
7815,2024-01,Enterprise,Product_B,24930.79,0.02,373.96,24556.83,01/01/2024,,,
7816,2024-10,SMB,Subscription_C,7074.35,0.02,127.34,6947.01,01/10/2024,,,
7817,2024-05,Enterprise,Subscription_C,15084.28,0.01,105.59,14978.69,01/05/2024,,,
7818,2024-05,SMB,Service_A,6020.37,0.02,138.47,5881.9,01/05/2024,,,
7819,2024-01,Retail,Product_B,3902.98,0.04,171.73,3731.25,01/01/2024,,,
7820,2024-11,SMB,Product_B,12165.02,0.02,291.96,11873.06,01/11/2024,,,
7821,2024-03,Enterprise,AddOn_D,26958.92,0.01,269.59,26689.33,01/03/2024,,,
7822,2024-01,Enterprise,Product_B,17582.79,0.01,140.66,17442.13,01/01/2024,,,
7823,2024-05,Enterprise,Subscription_C,16336.26,0.02,245.04,16091.22,01/05/2024,,,
7824,2024-06,Retail,AddOn_D,4910.15,0.05,245.51,4664.64,01/06/2024,,,
7825,2024-01,SMB,Product_B,7960.78,0.03,214.94,7745.84,01/01/2024,,,
7826,2024-08,Retail,Subscription_C,2234.42,0.05,109.49,2124.93,01/08/2024,,,
7827,2024-01,Enterprise,Product_B,23736.05,0.01,237.36,23498.69,01/01/2024,,,
7828,2024-01,Enterprise,Subscription_C,27159.01,0.01,325.91,26833.1,01/01/2024,,,
7829,2024-11,Retail,AddOn_D,2654.54,0.05,130.07,2524.47,01/11/2024,,,
7830,2024-01,Enterprise,AddOn_D,23502.14,0.01,305.53,23196.61,01/01/2024,,,
7831,2024-03,Retail,Product_B,3633.11,0.04,134.43,3498.68,01/03/2024,,,
7832,2024-05,SMB,Service_A,13711.77,0.03,356.51,13355.26,01/05/2024,,,
7833,2024-03,Retail,Service_A,2511.95,0.05,130.62,2381.33,01/03/2024,,,
7834,2024-01,Retail,Product_B,3506.28,0.04,129.73,3376.55,01/01/2024,,,
7835,2024-01,SMB,Subscription_C,9397.15,0.02,159.75,9237.4,01/01/2024,,,
7836,2024-03,SMB,Subscription_C,8866.62,0.03,283.73,8582.89,01/03/2024,,,
7837,2024-08,Retail,Service_A,3922.94,0.05,196.15,3726.79,01/08/2024,,,
7838,2024-10,Retail,Subscription_C,2334.33,0.05,114.38,2219.95,01/10/2024,,,
7839,2024-10,Retail,Service_A,1736.75,0.06,95.52,1641.23,01/10/2024,,,
7840,2024-05,SMB,AddOn_D,5583.83,0.02,94.93,5488.9,01/05/2024,,,
7841,2024-01,Retail,AddOn_D,3948.53,0.04,146.1,3802.43,01/01/2024,,,
7842,2024-07,Enterprise,Service_A,29168.05,0.01,408.35,28759.7,01/07/2024,,,
7843,2024-04,Retail,Subscription_C,2694.91,0.05,142.83,2552.08,01/04/2024,,,
7844,2024-06,SMB,Product_B,11838.34,0.02,189.41,11648.93,01/06/2024,,,
7845,2024-11,Enterprise,Subscription_C,21109.72,0.01,295.54,20814.18,01/11/2024,,,
7846,2024-04,SMB,Service_A,5177.18,0.03,155.32,5021.86,01/04/2024,,,
7847,2024-07,Retail,AddOn_D,2904.57,0.05,148.13,2756.44,01/07/2024,,,
7848,2024-03,Retail,Product_B,4937.89,0.05,237.02,4700.87,01/03/2024,,,
7849,2024-06,Retail,Product_B,3647.85,0.06,200.63,3447.22,01/06/2024,,,
7850,2024-06,Retail,Product_B,1284.6,0.04,55.24,1229.36,01/06/2024,,,
7851,2024-06,Enterprise,Product_B,18225.64,0.01,200.48,18025.16,01/06/2024,,,
7852,2024-01,Enterprise,Product_B,17883.39,0.01,178.83,17704.56,01/01/2024,,,
7853,2024-04,Retail,AddOn_D,2063.88,0.05,103.19,1960.69,01/04/2024,,,
7854,2024-03,SMB,Subscription_C,12372.01,0.02,185.58,12186.43,01/03/2024,,,
7855,2024-09,Enterprise,Subscription_C,22234.58,0.01,289.05,21945.53,01/09/2024,,,
7856,2024-01,Enterprise,Subscription_C,24771.29,0.01,297.26,24474.03,01/01/2024,,,
7857,2024-01,Retail,Service_A,2913.99,0.04,101.99,2812,01/01/2024,,,
7858,2024-08,SMB,AddOn_D,9909.84,0.03,307.21,9602.63,01/08/2024,,,
7859,2024-11,Retail,Subscription_C,4409.77,0.05,198.44,4211.33,01/11/2024,,,
7860,2024-03,Retail,Subscription_C,1338.78,0.04,49.53,1289.25,01/03/2024,,,
7861,2024-11,Enterprise,Subscription_C,15078.92,0.01,135.71,14943.21,01/11/2024,,,
7862,2024-08,SMB,Subscription_C,12391.63,0.04,433.71,11957.92,01/08/2024,,,
7863,2024-06,Enterprise,Service_A,27481.02,0.01,384.73,27096.29,01/06/2024,,,
7864,2024-03,Enterprise,Service_A,27148.26,0.01,298.63,26849.63,01/03/2024,,,
7865,2024-10,Enterprise,Subscription_C,26607.17,0.01,239.46,26367.71,01/10/2024,,,
7866,2024-03,Retail,AddOn_D,2833.89,0.05,138.86,2695.03,01/03/2024,,,
7867,2024-06,Enterprise,Service_A,24472.73,0.01,220.25,24252.48,01/06/2024,,,
7868,2024-07,Retail,AddOn_D,1628.15,0.04,58.61,1569.54,01/07/2024,,,
7869,2024-07,SMB,Product_B,12159.45,0.02,218.87,11940.58,01/07/2024,,,
7870,2024-08,SMB,Subscription_C,13760.41,0.04,481.61,13278.8,01/08/2024,,,
7871,2024-01,Enterprise,Service_A,17534.9,0.01,245.49,17289.41,01/01/2024,,,
7872,2024-03,Retail,Service_A,4345.81,0.04,156.45,4189.36,01/03/2024,,,
7873,2024-03,Retail,Service_A,3527.68,0.05,190.49,3337.19,01/03/2024,,,
7874,2024-03,Retail,Service_A,1992.63,0.04,83.69,1908.94,01/03/2024,,,
7875,2024-08,SMB,Service_A,6117.17,0.03,177.4,5939.77,01/08/2024,,,
7876,2024-10,SMB,Subscription_C,7502.62,0.03,225.08,7277.54,01/10/2024,,,
7877,2024-05,Retail,Product_B,1492.17,0.05,74.61,1417.56,01/05/2024,,,
7878,2024-08,Retail,AddOn_D,1929.67,0.05,90.69,1838.98,01/08/2024,,,
7879,2024-01,Retail,Service_A,2510.37,0.05,130.54,2379.83,01/01/2024,,,
7880,2024-11,Enterprise,AddOn_D,25682.41,0.01,154.09,25528.32,01/11/2024,,,
7881,2024-05,Retail,Service_A,3613.48,0.05,180.67,3432.81,01/05/2024,,,
7882,2024-09,SMB,AddOn_D,8461.53,0.02,194.62,8266.91,01/09/2024,,,
7883,2024-11,Enterprise,Product_B,20626.27,0.01,185.64,20440.63,01/11/2024,,,
7884,2024-07,SMB,Product_B,8857.28,0.02,177.15,8680.13,01/07/2024,,,
7885,2024-05,Enterprise,Product_B,27961.82,0.01,223.69,27738.13,01/05/2024,,,
7886,2024-03,SMB,AddOn_D,14116.79,0.03,423.5,13693.29,01/03/2024,,,
7887,2024-05,SMB,Product_B,14107.01,0.03,395,13712.01,01/05/2024,,,
7888,2024-03,Enterprise,AddOn_D,28931.49,0.01,347.18,28584.31,01/03/2024,,,
7889,2024-07,SMB,Service_A,10547.66,0.03,337.53,10210.13,01/07/2024,,,
7890,2024-09,Retail,Service_A,4750.16,0.05,218.51,4531.65,01/09/2024,,,
7891,2024-08,Retail,AddOn_D,2779.12,0.05,136.18,2642.94,01/08/2024,,,
7892,2024-01,Enterprise,Subscription_C,29974.08,0.01,149.87,29824.21,01/01/2024,,,
7893,2024-07,SMB,Subscription_C,7563.91,0.02,113.46,7450.45,01/07/2024,,,
7894,2024-01,Retail,AddOn_D,3371.79,0.04,128.13,3243.66,01/01/2024,,,
7895,2024-06,Retail,Service_A,1566.03,0.05,72.04,1493.99,01/06/2024,,,
7896,2024-07,SMB,Product_B,12383.75,0.02,260.06,12123.69,01/07/2024,,,
7897,2024-10,SMB,Subscription_C,11327.88,0.02,203.9,11123.98,01/10/2024,,,
7898,2024-11,Retail,Subscription_C,4446.93,0.04,168.98,4277.95,01/11/2024,,,
7899,2024-03,Retail,Service_A,2457.77,0.04,103.23,2354.54,01/03/2024,,,
7900,2024-07,SMB,Product_B,11639.81,0.03,291,11348.81,01/07/2024,,,
7901,2024-11,SMB,Subscription_C,12677.47,0.03,367.65,12309.82,01/11/2024,,,
7902,2024-06,Retail,AddOn_D,1797.77,0.05,93.48,1704.29,01/06/2024,,,
7903,2024-06,SMB,Service_A,9379.96,0.02,178.22,9201.74,01/06/2024,,,
7904,2024-03,Retail,Service_A,3965.85,0.05,194.33,3771.52,01/03/2024,,,
7905,2024-04,SMB,AddOn_D,8149.2,0.02,187.43,7961.77,01/04/2024,,,
7906,2024-08,Enterprise,Subscription_C,28967.62,0.01,347.61,28620.01,01/08/2024,,,
7907,2024-06,SMB,Product_B,7964.51,0.03,238.94,7725.57,01/06/2024,,,
7908,2024-09,Retail,Service_A,2213.36,0.04,86.32,2127.04,01/09/2024,,,
7909,2024-04,Enterprise,AddOn_D,16039.8,0.01,96.24,15943.56,01/04/2024,,,
7910,2024-04,Retail,Product_B,1632.36,0.04,68.56,1563.8,01/04/2024,,,
7911,2024-03,Enterprise,Product_B,29803.6,0.01,268.23,29535.37,01/03/2024,,,
7912,2024-04,SMB,Product_B,11659.27,0.03,361.44,11297.83,01/04/2024,,,
7913,2024-09,Retail,Subscription_C,1743.6,0.05,92.41,1651.19,01/09/2024,,,
7914,2024-05,Enterprise,Subscription_C,22945.79,0.01,298.3,22647.49,01/05/2024,,,
7915,2024-01,Enterprise,AddOn_D,27051.48,0.01,378.72,26672.76,01/01/2024,,,
7916,2024-01,Retail,Subscription_C,2336.92,0.05,116.85,2220.07,01/01/2024,,,
7917,2024-06,SMB,Product_B,13759.88,0.03,467.84,13292.04,01/06/2024,,,
7918,2024-10,Retail,Service_A,2092.99,0.05,113.02,1979.97,01/10/2024,,,
7919,2024-04,Retail,AddOn_D,2942.74,0.05,144.19,2798.55,01/04/2024,,,
7920,2024-09,SMB,AddOn_D,13348.81,0.02,307.02,13041.79,01/09/2024,,,
7921,2024-04,Enterprise,Subscription_C,21522.39,0.01,172.18,21350.21,01/04/2024,,,
7922,2024-01,SMB,Product_B,11639,0.02,209.5,11429.5,01/01/2024,,,
7923,2024-06,Enterprise,Subscription_C,16572.61,0.01,116.01,16456.6,01/06/2024,,,
7924,2024-05,SMB,Service_A,13087.44,0.04,458.06,12629.38,01/05/2024,,,
7925,2024-08,Enterprise,Product_B,23905,0.01,215.14,23689.86,01/08/2024,,,
7926,2024-07,SMB,Subscription_C,8551.72,0.02,188.14,8363.58,01/07/2024,,,
7927,2024-11,Retail,AddOn_D,1706.08,0.05,92.13,1613.95,01/11/2024,,,
7928,2024-01,SMB,Subscription_C,8748.35,0.03,218.71,8529.64,01/01/2024,,,
7929,2024-06,Retail,Product_B,1279.86,0.04,52.47,1227.39,01/06/2024,,,
7930,2024-10,SMB,Subscription_C,7621.28,0.02,144.8,7476.48,01/10/2024,,,
7931,2024-03,Retail,Subscription_C,1723.37,0.04,74.1,1649.27,01/03/2024,,,
7932,2024-01,Enterprise,Service_A,22322.27,0.01,133.93,22188.34,01/01/2024,,,
7933,2024-03,Retail,AddOn_D,3264.03,0.04,137.09,3126.94,01/03/2024,,,
7934,2024-07,Enterprise,Service_A,21952.93,0.01,131.72,21821.21,01/07/2024,,,
7935,2024-06,SMB,Product_B,6004.14,0.03,168.12,5836.02,01/06/2024,,,
7936,2024-11,SMB,Product_B,10797.52,0.02,205.15,10592.37,01/11/2024,,,
7937,2024-05,SMB,Service_A,5509.64,0.03,137.74,5371.9,01/05/2024,,,
7938,2024-04,Retail,Product_B,1451.23,0.05,76.92,1374.31,01/04/2024,,,
7939,2024-11,Retail,Service_A,2848.15,0.04,122.47,2725.68,01/11/2024,,,
7940,2024-04,Enterprise,Product_B,15763.75,0.02,236.46,15527.29,01/04/2024,,,
7941,2024-05,Enterprise,Subscription_C,15311.78,0.01,183.74,15128.04,01/05/2024,,,
7942,2024-07,Enterprise,Service_A,20635.38,0.01,206.35,20429.03,01/07/2024,,,
7943,2024-11,Enterprise,Service_A,28428.48,0.01,199,28229.48,01/11/2024,,,
7944,2024-11,Retail,Product_B,4322.35,0.05,220.44,4101.91,01/11/2024,,,
7945,2024-04,Retail,Service_A,3052.55,0.05,152.63,2899.92,01/04/2024,,,
7946,2024-03,Retail,AddOn_D,3460.43,0.04,152.26,3308.17,01/03/2024,,,
7947,2024-01,Enterprise,AddOn_D,27608.04,0.01,331.3,27276.74,01/01/2024,,,
7948,2024-06,Retail,Product_B,3882.8,0.04,143.66,3739.14,01/06/2024,,,
7949,2024-05,SMB,AddOn_D,7025.62,0.02,126.46,6899.16,01/05/2024,,,
7950,2024-04,Enterprise,Product_B,20133.13,0.01,201.33,19931.8,01/04/2024,,,
7951,2024-03,SMB,Product_B,9217.62,0.03,258.09,8959.53,01/03/2024,,,
7952,2024-09,Retail,Service_A,1251.26,0.05,67.57,1183.69,01/09/2024,,,
7953,2024-09,SMB,Service_A,9588.68,0.02,191.77,9396.91,01/09/2024,,,
7954,2024-03,Retail,AddOn_D,1279.01,0.05,69.07,1209.94,01/03/2024,,,
7955,2024-06,SMB,Subscription_C,8075.74,0.02,137.29,7938.45,01/06/2024,,,
7956,2024-03,SMB,Subscription_C,7058.83,0.03,240,6818.83,01/03/2024,,,
7957,2024-01,Enterprise,AddOn_D,28175.45,0.01,366.28,27809.17,01/01/2024,,,
7958,2024-03,SMB,Product_B,7695.34,0.03,246.25,7449.09,01/03/2024,,,
7959,2024-04,SMB,AddOn_D,5437.29,0.02,92.43,5344.86,01/04/2024,,,
7960,2024-03,Enterprise,Subscription_C,28751.07,0.02,431.27,28319.8,01/03/2024,,,
7961,2024-03,SMB,Product_B,12935.81,0.02,206.97,12728.84,01/03/2024,,,
7962,2024-08,Enterprise,AddOn_D,18393.86,0.01,110.36,18283.5,01/08/2024,,,
7963,2024-01,SMB,Subscription_C,11645.74,0.02,267.85,11377.89,01/01/2024,,,
7964,2024-03,SMB,Service_A,8162.53,0.03,261.2,7901.33,01/03/2024,,,
7965,2024-11,Retail,Subscription_C,2257.11,0.05,115.11,2142,01/11/2024,,,
7966,2024-05,Enterprise,AddOn_D,19813.69,0.01,257.58,19556.11,01/05/2024,,,
7967,2024-10,Retail,Product_B,2480.03,0.04,96.72,2383.31,01/10/2024,,,
7968,2024-05,Retail,Product_B,3294.92,0.04,125.21,3169.71,01/05/2024,,,
7969,2024-05,Retail,AddOn_D,1772.41,0.04,76.21,1696.2,01/05/2024,,,
7970,2024-08,Enterprise,Subscription_C,15304.7,0.01,198.96,15105.74,01/08/2024,,,
7971,2024-03,Enterprise,Subscription_C,24781.3,0.01,223.03,24558.27,01/03/2024,,,
7972,2024-03,Retail,Service_A,1981.26,0.05,91.14,1890.12,01/03/2024,,,
7973,2024-09,Enterprise,Subscription_C,26978.65,0.01,377.7,26600.95,01/09/2024,,,
7974,2024-04,Retail,Product_B,1995.13,0.05,101.75,1893.38,01/04/2024,,,
7975,2024-08,SMB,AddOn_D,5235.56,0.02,115.18,5120.38,01/08/2024,,,
7976,2024-11,Enterprise,Subscription_C,15316.48,0.01,168.48,15148,01/11/2024,,,
7977,2024-05,Enterprise,Service_A,19897.23,0.01,119.38,19777.85,01/05/2024,,,
7978,2024-10,Enterprise,Product_B,21746.89,0.01,239.22,21507.67,01/10/2024,,,
7979,2024-07,Enterprise,AddOn_D,21068.68,0.01,273.89,20794.79,01/07/2024,,,
7980,2024-10,SMB,Service_A,5627.95,0.02,101.3,5526.65,01/10/2024,,,
7981,2024-06,Retail,Service_A,2329.7,0.04,100.18,2229.52,01/06/2024,,,
7982,2024-08,SMB,Service_A,14380.08,0.02,244.46,14135.62,01/08/2024,,,
7983,2024-07,SMB,AddOn_D,11799.6,0.02,224.19,11575.41,01/07/2024,,,
7984,2024-10,Enterprise,Service_A,16783.96,0.01,218.19,16565.77,01/10/2024,,,
7985,2024-09,Retail,Product_B,3146.2,0.05,151.02,2995.18,01/09/2024,,,
7986,2024-03,SMB,Service_A,7418.72,0.02,126.12,7292.6,01/03/2024,,,
7987,2024-09,Retail,Service_A,3720.18,0.05,178.57,3541.61,01/09/2024,,,
7988,2024-06,Retail,Subscription_C,3216.36,0.04,138.3,3078.06,01/06/2024,,,
7989,2024-03,Retail,Product_B,3751.43,0.04,157.56,3593.87,01/03/2024,,,
7990,2024-01,Enterprise,AddOn_D,24563.85,0.01,171.95,24391.9,01/01/2024,,,
7991,2024-04,Enterprise,AddOn_D,17694.18,0.01,141.55,17552.63,01/04/2024,,,
7992,2024-03,Enterprise,Product_B,25172.44,0.01,352.41,24820.03,01/03/2024,,,
7993,2024-04,Enterprise,Subscription_C,20535.26,0.01,287.49,20247.77,01/04/2024,,,
7994,2024-05,SMB,Subscription_C,13996.32,0.02,265.93,13730.39,01/05/2024,,,
7995,2024-01,Retail,Product_B,4668.16,0.05,214.74,4453.42,01/01/2024,,,
7996,2024-08,Enterprise,Subscription_C,15044.04,0.01,165.48,14878.56,01/08/2024,,,
7997,2024-01,SMB,AddOn_D,6971.61,0.03,174.29,6797.32,01/01/2024,,,
7998,2024-09,SMB,Subscription_C,14076.2,0.03,478.59,13597.61,01/09/2024,,,
7999,2024-06,SMB,Product_B,8530.24,0.02,170.6,8359.64,01/06/2024,,,
8000,2024-01,Retail,AddOn_D,4285.33,0.05,209.98,4075.35,01/01/2024,,,
8001,2024-06,Retail,Product_B,2156.49,0.05,101.36,2055.13,01/06/2024,,,
8002,2024-06,Retail,AddOn_D,2005.46,0.05,108.29,1897.17,01/06/2024,,,
8003,2024-08,Enterprise,AddOn_D,17277.42,0.01,224.61,17052.81,01/08/2024,,,
8004,2024-09,SMB,Service_A,13570.21,0.03,352.83,13217.38,01/09/2024,,,
8005,2024-01,Retail,AddOn_D,3715.56,0.05,167.2,3548.36,01/01/2024,,,
8006,2024-07,SMB,Subscription_C,11173.09,0.03,368.71,10804.38,01/07/2024,,,
8007,2024-11,Enterprise,Subscription_C,20531.09,0.01,123.19,20407.9,01/11/2024,,,
8008,2024-07,Retail,Subscription_C,4620.18,0.05,221.77,4398.41,01/07/2024,,,
8009,2024-11,Enterprise,Product_B,18851.74,0.01,207.37,18644.37,01/11/2024,,,
8010,2024-05,Enterprise,Subscription_C,23221.44,0.01,139.33,23082.11,01/05/2024,,,
8011,2024-06,Retail,Subscription_C,1535.57,0.04,67.57,1468,01/06/2024,,,
8012,2024-04,Retail,Subscription_C,3773.4,0.05,169.8,3603.6,01/04/2024,,,
8013,2024-07,Retail,Subscription_C,1717.57,0.05,77.29,1640.28,01/07/2024,,,
8014,2024-10,SMB,AddOn_D,8365.24,0.02,184.04,8181.2,01/10/2024,,,
8015,2024-09,Enterprise,Service_A,23204.49,0.01,116.02,23088.47,01/09/2024,,,
8016,2024-08,SMB,Product_B,10359.3,0.03,341.86,10017.44,01/08/2024,,,
8017,2024-08,Retail,Service_A,1619.01,0.04,71.24,1547.77,01/08/2024,,,
8018,2024-04,SMB,Subscription_C,11635.25,0.03,360.69,11274.56,01/04/2024,,,
8019,2024-05,Retail,Service_A,3884.58,0.05,182.58,3702,01/05/2024,,,
8020,2024-10,Retail,Service_A,4994.38,0.04,194.78,4799.6,01/10/2024,,,
8021,2024-04,Retail,Subscription_C,4173.59,0.04,150.25,4023.34,01/04/2024,,,
8022,2024-03,Enterprise,Product_B,28590.47,0.01,400.27,28190.2,01/03/2024,,,
8023,2024-01,Retail,Subscription_C,4294.12,0.05,193.24,4100.88,01/01/2024,,,
8024,2024-03,SMB,Product_B,14827.2,0.03,459.64,14367.56,01/03/2024,,,
8025,2024-05,Enterprise,AddOn_D,29494.96,0.01,235.96,29259,01/05/2024,,,
8026,2024-04,Enterprise,Subscription_C,15024.3,0.01,135.22,14889.08,01/04/2024,,,
8027,2024-03,Retail,Service_A,4783.31,0.04,205.68,4577.63,01/03/2024,,,
8028,2024-06,SMB,Product_B,10660.69,0.02,255.86,10404.83,01/06/2024,,,
8029,2024-04,SMB,AddOn_D,9563.99,0.03,315.61,9248.38,01/04/2024,,,
8030,2024-01,Enterprise,Product_B,18773.08,0.01,150.18,18622.9,01/01/2024,,,
8031,2024-03,Retail,Service_A,4188.59,0.05,209.43,3979.16,01/03/2024,,,
8032,2024-06,Retail,Subscription_C,3613.69,0.05,184.3,3429.39,01/06/2024,,,
8033,2024-07,Enterprise,Product_B,24654.32,0.01,246.54,24407.78,01/07/2024,,,
8034,2024-03,Enterprise,Service_A,16885.94,0.01,185.75,16700.19,01/03/2024,,,
8035,2024-07,SMB,AddOn_D,10241.59,0.03,337.97,9903.62,01/07/2024,,,
8036,2024-08,SMB,Product_B,7648.9,0.03,191.22,7457.68,01/08/2024,,,
8037,2024-01,SMB,AddOn_D,8811.93,0.02,202.67,8609.26,01/01/2024,,,
8038,2024-10,SMB,AddOn_D,5401.27,0.02,97.22,5304.05,01/10/2024,,,
8039,2024-01,SMB,Service_A,6048.88,0.02,133.08,5915.8,01/01/2024,,,
8040,2024-08,Retail,AddOn_D,4890.13,0.04,215.17,4674.96,01/08/2024,,,
8041,2024-09,SMB,AddOn_D,14455.11,0.03,477.02,13978.09,01/09/2024,,,
8042,2024-11,Enterprise,Subscription_C,15302.52,0.01,198.93,15103.59,01/11/2024,,,
8043,2024-07,Enterprise,Subscription_C,16095.42,0.01,193.15,15902.27,01/07/2024,,,
8044,2024-03,Enterprise,AddOn_D,19085.49,0.01,209.94,18875.55,01/03/2024,,,
8045,2024-01,SMB,Subscription_C,5351.45,0.03,133.79,5217.66,01/01/2024,,,
8046,2024-01,SMB,Product_B,6228.14,0.02,99.65,6128.49,01/01/2024,,,
8047,2024-01,Retail,Service_A,4279.81,0.05,205.43,4074.38,01/01/2024,,,
8048,2024-04,SMB,Product_B,12477.98,0.02,212.13,12265.85,01/04/2024,,,
8049,2024-08,SMB,AddOn_D,9753.55,0.02,146.3,9607.25,01/08/2024,,,
8050,2024-03,Enterprise,Service_A,23168.14,0.01,185.35,22982.79,01/03/2024,,,
8051,2024-01,Enterprise,AddOn_D,19019.3,0.01,95.1,18924.2,01/01/2024,,,
8052,2024-11,Enterprise,Service_A,16762.25,0.01,117.34,16644.91,01/11/2024,,,
8053,2024-09,Enterprise,AddOn_D,27548.52,0.01,330.58,27217.94,01/09/2024,,,
8054,2024-04,Enterprise,Service_A,24598.99,0.01,245.99,24353,01/04/2024,,,
8055,2024-05,Retail,Subscription_C,4881.5,0.04,195.26,4686.24,01/05/2024,,,
8056,2024-04,Enterprise,Product_B,24361.86,0.01,267.98,24093.88,01/04/2024,,,
8057,2024-03,SMB,Service_A,5145.86,0.03,144.08,5001.78,01/03/2024,,,
8058,2024-01,Enterprise,Service_A,25695.83,0.01,256.96,25438.87,01/01/2024,,,
8059,2024-09,Enterprise,Product_B,15584.53,0.01,202.6,15381.93,01/09/2024,,,
8060,2024-11,Retail,Product_B,2225.67,0.05,120.19,2105.48,01/11/2024,,,
8061,2024-03,Retail,Product_B,1307.3,0.05,70.59,1236.71,01/03/2024,,,
8062,2024-09,Enterprise,Product_B,24190.59,0.01,217.72,23972.87,01/09/2024,,,
8063,2024-05,Retail,AddOn_D,2403.34,0.04,98.54,2304.8,01/05/2024,,,
8064,2024-09,Retail,Service_A,2570.78,0.04,110.54,2460.24,01/09/2024,,,
8065,2024-06,Enterprise,Subscription_C,23856.77,0.01,167,23689.77,01/06/2024,,,
8066,2024-01,Retail,Subscription_C,4065.28,0.04,146.35,3918.93,01/01/2024,,,
8067,2024-03,Retail,AddOn_D,3533.1,0.05,176.66,3356.44,01/03/2024,,,
8068,2024-03,SMB,Product_B,11065.72,0.03,320.91,10744.81,01/03/2024,,,
8069,2024-04,SMB,Service_A,8533.13,0.02,128,8405.13,01/04/2024,,,
8070,2024-11,Retail,Subscription_C,3439.43,0.05,154.77,3284.66,01/11/2024,,,
8071,2024-04,SMB,Product_B,6133.05,0.02,122.66,6010.39,01/04/2024,,,
8072,2024-01,SMB,AddOn_D,12526.09,0.04,438.41,12087.68,01/01/2024,,,
8073,2024-03,SMB,AddOn_D,7061.08,0.02,120.04,6941.04,01/03/2024,,,
8074,2024-05,SMB,AddOn_D,13975.12,0.02,223.6,13751.52,01/05/2024,,,
8075,2024-06,Retail,Subscription_C,3198.56,0.05,156.73,3041.83,01/06/2024,,,
8076,2024-01,Enterprise,Service_A,21245.24,0.01,276.19,20969.05,01/01/2024,,,
8077,2024-06,Enterprise,Product_B,19506.98,0.02,292.6,19214.38,01/06/2024,,,
8078,2024-07,Retail,Product_B,2136.59,0.05,111.1,2025.49,01/07/2024,,,
8079,2024-11,Retail,Service_A,3141.52,0.05,169.64,2971.88,01/11/2024,,,
8080,2024-06,Enterprise,Service_A,17259.23,0.01,207.11,17052.12,01/06/2024,,,
8081,2024-10,Retail,AddOn_D,4218.76,0.05,227.81,3990.95,01/10/2024,,,
8082,2024-11,Enterprise,Service_A,16406.98,0.01,180.48,16226.5,01/11/2024,,,
8083,2024-09,SMB,Subscription_C,5978.8,0.02,95.66,5883.14,01/09/2024,,,
8084,2024-03,Retail,Service_A,2134.61,0.05,108.87,2025.74,01/03/2024,,,
8085,2024-05,Retail,AddOn_D,1340.41,0.05,71.04,1269.37,01/05/2024,,,
8086,2024-11,Retail,Subscription_C,4546.73,0.05,231.88,4314.85,01/11/2024,,,
8087,2024-05,SMB,Product_B,7967.69,0.02,151.39,7816.3,01/05/2024,,,
8088,2024-05,SMB,AddOn_D,9919.27,0.03,307.5,9611.77,01/05/2024,,,
8089,2024-07,SMB,Service_A,13086.85,0.02,274.82,12812.03,01/07/2024,,,
8090,2024-10,Enterprise,Subscription_C,22648.89,0.01,135.89,22513,01/10/2024,,,
8091,2024-01,SMB,AddOn_D,5769.98,0.02,138.48,5631.5,01/01/2024,,,
8092,2024-04,SMB,Service_A,9840.3,0.02,216.49,9623.81,01/04/2024,,,
8093,2024-04,SMB,Service_A,9978.65,0.02,159.66,9818.99,01/04/2024,,,
8094,2024-03,Enterprise,Service_A,19743.53,0.01,157.95,19585.58,01/03/2024,,,
8095,2024-06,Enterprise,Service_A,16334.81,0.01,114.34,16220.47,01/06/2024,,,
8096,2024-08,Enterprise,Product_B,24742.8,0.01,173.2,24569.6,01/08/2024,,,
8097,2024-03,Retail,Product_B,2220.28,0.05,117.67,2102.61,01/03/2024,,,
8098,2024-07,Retail,AddOn_D,2555.72,0.05,115.01,2440.71,01/07/2024,,,
8099,2024-06,Enterprise,AddOn_D,25521.1,0.01,229.69,25291.41,01/06/2024,,,
8100,2024-01,SMB,AddOn_D,7733.95,0.03,232.02,7501.93,01/01/2024,,,
8101,2024-03,Enterprise,Service_A,21678.83,0.02,325.18,21353.65,01/03/2024,,,
8102,2024-01,SMB,Subscription_C,11731.73,0.02,222.9,11508.83,01/01/2024,,,
